5396	248	3	28.57
57	1414	3	6.73
110	692	18	46.42
16	1273	4	8.56
109	1942	6	13.94
2375	116	3	7.04
106	4407	3	8.48
4781	104	3	7.59
1857	114	4	7
103	5364	3	7.34
1030	118	6	10.45
461	136	7	10.35
2455	142	3	11.48
923	111	7	7.72
117	2335	3	7.87
408	130	7	7.05
275	117	16	14.53
624	115	9	8.84
107	122	199	35.08
157	4161	3	21.59
105	3017	4	6.79
305	353	3	7.28
552	295	5	22.65
661	103	14	7.65
1064	161	3	7.55
191	871	3	8.8
2313	131	3	9.78
3088	7	3	17.11
330	974	3	15.16
137	925	5	11.14
155	1011	3	6.7
104	4252	3	7.59
101	608	23	14.52
175	235	8	11.13
201	718	4	12.82
1896	131	3	7.72
1543	130	4	11.02
12	203	92	46.12
202	14	122	21.17
166	139	26	19.81
204	612	4	11.98
143	1038	4	9.43
493	1267	3	20.94
1026	186	3	9.66
101	862	15	7.99
811	103	12	8.04
106	771	11	6.74
116	2760	3	7.04
155	833	4	9.44
101	997	14	8.92
106	635	12	7.36
109	3622	3	6.97
292	302	4	10.83
455	351	3	10.55
105	457	17	7.33
2323	1479	6	87.56
238	541	3	8.61
4529	104	3	7.59
271	118	16	11.04
1666	102	7	8.94
548	169	5	11.98
107	4750	3	9.76
676	102	15	9.96
104	664	15	12.19
2924	156	3	15.1
5250	102	3	7.32
2281	109	5	10.85
9	850	4	6.68
108	214	34	9.37
4498	104	3	7.59
157	2	22	11.93
108	141	97	14.34
193	111	33	8.04
2058	4278	3	46.35
157	272	7	6.99
373	432	4	16.53
222	514	3	7.93
104	1937	7	12.35
1089	156	3	7.36
2953	111	4	11.7
257	252	4	7.48
103	4216	3	7.34
9	1619	4	14.57
767	459	3	16.97
873	57	4	6.99
129	203	15	6.95
447	103	25	23.01
118	2421	4	12.63
334	108	20	10.76
115	279	18	8.97
228	427	3	6.66
482	402	3	12.91
115	119	138	21.36
252	128	13	10.77
180	166	11	7.57
510	475	3	14.1
115	180	36	11.44
109	2348	5	13.48
488	262	3	9.41
267	266	4	7.97
1116	219	3	12.23
357	516	3	11.77
110	1144	6	7.08
106	3765	3	8.48
1479	2323	6	87.56
14	134	433	13.94
1294	115	5	6.96
102	4638	3	7.32
128	346	12	16.1
118	271	16	11.04
152	1257	3	7.5
150	442	16	57.15
1134	126	4	7.28
132	906	5	10.45
141	157	21	6.78
210	171	18	42.13
1420	122	5	12.41
172	1164	3	9.24
103	584	17	10.66
273	158	11	20.04
612	591	6	43.41
4988	104	3	7.59
162	181	13	10.53
137	1571	4	13.07
162	120	41	15.19
110	4023	3	11.91
218	645	3	8.47
101	1326	10	6.69
124	101	348	13.59
1038	136	4	7.94
124	169	29	13.46
144	559	5	7.8
493	1012	4	28.04
354	298	3	7.05
155	248	9	10.88
212	600	3	7.78
191	231	9	15.87
407	116	12	9.92
1024	101	13	7.83
101	489	27	13
108	5380	3	10.96
2667	116	3	7.04
784	140	5	9.78
3011	102	5	12.2
202	809	14	97.97
102	1890	6	7.04
104	106	835	57.12
169	124	29	13.46
308	153	7	8.31
146	867	5	12.4
101	2846	5	7.47
101	2794	5	7.47
4976	155	3	21.4
770	110	8	7.08
172	500	4	8.4
626	9	6	11.2
1656	180	3	13.04
2115	106	5	6.88
5092	105	3	8.42
117	237	15	7.18
131	992	4	7.48
118	1462	4	6.71
141	1369	3	6.83
1432	9	3	6.78
270	198	5	6.86
527	110	17	27.82
110	137	80	6.87
158	1550	3	10.59
9	12	175	6.96
2205	106	5	6.88
103	3842	4	9.79
1386	635	9	102.05
101	2897	5	7.47
2867	110	4	11.18
564	175	4	8.99
199	1916	3	14.7
880	912	3	21.92
850	520	7	55.76
279	221	6	13.24
134	2152	3	9.21
107	4645	3	9.76
208	232	9	18.2
131	684	5	6.74
57	3197	3	14.52
101	305	53	26.8
785	676	3	19.18
765	381	3	15.04
109	3877	4	14.84
445	123	8	7.58
125	1924	3	6.93
133	199	16	7.99
1426	109	10	30.76
1370	123	4	7.93
119	5350	3	15.02
2287	142	4	18.61
201	142	17	16.01
143	276	9	8.9
108	3569	3	6.81
3690	109	3	6.97
121	107	192	13.61
246	584	3	9.4
378	132	8	8.87
1011	107	8	7.36
119	2468	5	19.81
3225	848	4	50.57
196	127	50	127.09
4321	109	3	11.13
3700	111	3	8.1
592	227	4	13.37
109	2961	4	10.17
103	330	54	97.95
144	107	107	18.2
144	160	22	11.78
195	947	3	9.3
701	284	4	18.23
179	310	5	6.84
303	431	3	9.03
184	672	4	11.37
410	249	3	7.3
140	266	10	8.6
14	379	50	7.92
9	1432	3	6.78
106	4016	3	8.48
1435	105	8	11.27
1960	112	4	6.64
734	189	4	12.39
333	124	12	12.41
109	12	665	41.53
158	115	60	25.16
575	433	3	14.41
102	4171	3	7.32
1949	159	3	11.43
128	103	194	7.09
1374	117	6	17.08
217	257	7	15.44
112	666	13	22.8
2692	105	4	6.79
1166	103	9	7.27
387	117	10	9.08
459	14	34	9.28
1032	153	3	7.03
925	134	6	15.04
1068	12	14	22.77
3056	106	4	6.86
196	266	5	7.13
116	3224	4	17.74
246	535	3	9.21
448	105	18	9.27
412	9	9	15.47
796	139	4	6.7
103	115	439	42.19
168	12	103	10.14
118	476	8	6.89
639	116	8	7.55
4901	102	3	7.32
102	2303	6	14.64
284	101	58	31.92
803	109	9	8.79
177	133	20	10.32
3480	104	3	7.59
12	3556	4	8.35
111	1654	8	26.88
194	113	33	9.65
158	129	32	21.25
200	517	7	25.86
211	622	3	7.74
105	603	19	23.32
452	303	5	21.52
198	647	3	7.34
12	2198	6	7.65
337	687	3	13.26
315	101	42	8.66
836	109	14	29.6
1762	109	5	7.54
279	188	6	10.06
2570	111	5	15.41
609	185	4	10.53
128	1527	4	10.27
126	2623	3	9.17
119	2109	5	17.01
350	146	7	8.17
298	194	6	10.87
439	109	21	28.01
964	101	16	17.59
963	2362	3	30.52
666	131	11	32.51
2657	105	5	9.2
111	2315	4	9.34
131	2425	3	9.78
124	1159	4	7.16
2604	117	3	7.87
3021	106	4	6.86
1884	134	3	8.28
127	370	8	7.93
250	257	4	7.08
2507	173	3	15.2
101	253	55	8.15
137	391	9	13.45
8	1865	3	8.8
840	110	9	11.49
204	130	17	10.01
476	117	12	21.49
121	576	9	13.46
102	2058	5	7.49
106	177	70	15.37
101	574	21	7.49
106	124	202	18.55
877	207	3	9.46
155	106	102	19.53
5350	110	3	11.91
104	3019	5	12.65
103	1245	9	8.77
2247	459	3	24.84
1132	646	3	21.58
1	241	5	7.07
102	3194	3	7.32
4780	102	3	7.32
112	3415	3	8.26
147	183	13	6.76
344	284	9	39.96
110	369	15	8.06
120	2459	3	7.14
169	194	10	8.51
1510	109	5	7.54
3228	129	3	13.7
1117	102	11	12.25
2760	116	3	7.04
118	114	163	45.8
290	133	13	19.96
2054	102	6	14.64
150	545	7	16.18
141	321	8	7.94
199	1056	4	16.48
178	789	3	7.7
164	102	94	8.94
222	1057	3	12.66
14	280	73	9.73
251	370	4	10.57
591	612	6	43.41
12	1940	7	9.46
1303	148	3	7.45
1865	128	5	18.57
246	283	5	11.65
120	2085	4	10.88
350	3970	3	31.38
586	105	17	15.2
1253	137	4	9.75
4884	103	3	7.34
654	117	6	6.78
168	493	4	7.08
115	784	7	6.87
101	1222	11	7.84
14	614	27	7.36
746	264	3	11.37
103	4169	3	7.34
104	2035	7	17.72
3682	103	4	9.79
16	105	179	13.82
658	126	6	8.97
178	119	26	7.25
1061	117	6	12.65
504	493	3	14.84
2480	134	3	10.36
108	168	57	12.3
791	205	3	9.27
1042	119	7	14.68
1319	161	3	8.9
124	2439	3	8.59
296	147	8	9.16
276	108	33	29.57
1961	155	8	57.2
115	132	101	36.99
601	138	5	6.97
4225	102	3	7.32
116	4067	3	13.31
572	120	8	9.81
500	102	23	26.37
154	385	11	29.2
287	284	5	14.02
101	1670	8	6.95
104	5289	3	7.59
555	154	6	13.97
102	201	66	15.66
173	841	3	7.18
833	216	3	9.7
1012	109	7	7.1
129	156	35	27.61
1174	111	6	7.72
262	135	14	18.89
105	3986	3	8.42
2177	250	3	18.94
102	272	37	9.97
129	236	15	14.88
1244	116	7	14.5
4194	102	3	7.32
855	192	3	8.57
1717	101	8	6.95
120	162	41	15.19
104	2505	5	7.91
469	102	25	22.83
4105	3227	3	50.17
12	303	43	21.05
186	1026	3	9.66
12	236	53	13.96
105	4884	3	8.42
112	1317	6	9.96
105	2713	5	14.04
102	1549	7	6.96
111	3134	4	11.7
12	156	120	10.34
3850	102	4	9.76
1728	102	7	8.94
1784	142	3	8.58
12	111	522	18.73
1651	2751	5	73.64
109	1786	5	7.54
535	259	3	9.65
1019	105	10	10.3
620	198	3	7.13
107	4739	3	9.76
963	215	7	38.39
299	290	3	6.75
4246	1383	3	41.78
2754	3261	4	65.59
150	1695	3	10.16
188	228	17	51.92
107	2824	5	16.28
389	159	11	30.33
364	198	4	6.66
5093	103	3	7.34
110	797	15	36.32
2635	106	4	6.86
3241	2049	3	40.61
121	2506	3	7.54
969	230	3	12.08
105	308	29	10.68
475	270	3	9.03
641	107	11	6.95
606	133	8	17.5
708	222	3	10.02
3643	114	3	8.57
129	1114	5	12.09
4958	102	3	7.32
355	101	37	9.86
680	216	3	8.62
105	3106	3	8.42
192	118	33	24.48
4810	109	3	11.13
1648	125	4	10.78
1864	138	3	8.56
2224	109	5	10.85
4331	102	3	7.32
1304	109	6	7.66
103	793	12	6.97
3202	3201	3	54.67
112	104	420	20.27
711	142	7	18.06
5292	107	3	9.76
129	403	10	17.09
179	602	4	9.92
104	1849	6	7.51
248	9	10	7.91
202	3976	3	26.41
1824	3270	4	59.5
373	331	3	8.38
156	3713	3	17.28
757	198	4	13.37
443	143	6	8.52
4363	112	3	12.5
102	1869	8	19.52
105	4564	3	8.42
111	2226	7	28.77
643	121	7	8.66
133	128	54	22.9
5368	106	3	8.48
3288	128	4	23.04
1291	105	10	18.41
101	215	84	15.76
113	1166	6	8.23
417	306	3	8.92
2507	283	6	59.2
101	315	42	8.66
131	634	6	9.61
450	687	3	16.17
564	133	6	8.66
3063	109	4	10.17
836	102	12	7.96
916	195	3	9.3
105	753	12	9.03
808	136	10	35.41
140	1449	3	6.66
101	3011	5	7.47
733	154	5	12.45
197	485	4	9.55
899	577	3	20.06
9	204	14	7.95
101	3131	5	7.47
288	821	4	19.79
421	101	29	9.18
117	1156	10	36.37
1062	140	4	8.7
102	4333	3	7.32
1273	591	4	32.39
947	195	3	9.3
244	1693	3	16.88
107	3250	4	13.02
199	615	4	11.58
221	397	4	9.38
2184	132	3	9.09
136	2668	3	12.08
357	181	6	12.34
14	467	37	10.1
194	298	6	10.87
166	1636	3	11.08
105	3217	4	11.23
996	128	5	9.6
149	1160	3	7.08
114	122	110	10.66
1627	137	3	7.82
773	124	6	9.37
144	147	24	8.9
701	137	9	25.89
103	128	194	7.09
145	857	4	7.47
4762	4763	3	54.67
103	173	81	10.04
2614	124	3	8.59
101	1530	10	14.94
1139	3211	4	53.84
342	666	4	19.72
153	186	20	29.58
807	12	16	14.72
2367	117	3	7.87
565	157	4	6.68
329	273	4	10.36
113	150	57	6.85
122	3403	3	11.66
246	173	11	22.04
406	12	26	9.52
1431	153	3	8.93
2075	117	3	6.77
128	577	7	11.75
318	104	40	32.66
117	1583	5	13.12
598	280	3	10.77
139	705	5	9.6
163	1012	3	7.36
14	123	634	10.76
1670	101	8	6.95
103	4744	3	7.34
1810	125	3	6.93
2258	109	5	10.85
14	176	177	7.08
488	120	8	7.25
975	104	10	8.12
2398	102	5	7.49
140	361	10	14.73
588	265	3	10.27
105	1059	10	13.59
117	314	19	28.82
170	989	3	7.66
574	101	21	7.49
102	3333	4	9.76
390	210	4	8.34
434	160	5	7.83
109	1221	6	6.69
197	162	13	13.22
1602	149	3	8.71
114	1132	6	8.53
105	4309	3	8.42
1063	105	10	11.81
784	115	7	6.87
176	14	177	7.08
102	2047	6	9.6
108	3226	3	6.81
155	105	91	8.29
106	119	283	47.04
1198	862	3	24.08
130	1157	9	36.02
1392	137	3	7.15
85	950	3	14.9
155	246	11	15.92
106	230	40	8.7
106	279	33	13.92
369	110	15	8.06
1480	110	5	7.47
4512	115	3	12.92
110	943	9	13.47
1014	2321	6	79.85
687	2311	6	74.62
101	2242	7	10.45
197	663	3	7.42
389	413	4	16.6
4730	106	3	8.48
160	1	9	7.12
111	200	38	17.63
584	117	7	7.99
117	644	7	11.47
250	2177	3	18.94
682	422	6	39.15
142	341	37	168.19
148	356	10	18.51
116	2706	5	22.18
1550	132	3	7.39
292	142	13	21.6
2163	127	4	14.79
165	882	4	11.35
1299	113	6	10.2
105	4875	3	8.42
12	101	1967	155.44
105	2652	5	9.2
202	154	11	10.45
973	127	8	25.55
3958	102	4	9.76
700	174	3	6.77
472	132	7	10.01
1529	146	4	13.59
103	879	12	9.25
180	149	14	8.76
101	1669	8	6.95
104	5226	3	7.59
744	245	4	16.85
12	1569	8	8.43
1084	181	4	15.31
141	2438	3	10.98
1012	163	3	7.36
649	162	5	12.08
1012	102	10	7.43
411	118	10	8.89
114	980	6	6.98
328	359	3	7.97
183	2589	4	24.89
102	335	28	7.28
103	2215	6	9.64
57	417	8	12.26
248	379	5	15.78
458	128	7	7.91
257	12	46	12.73
102	5050	3	7.32
157	221	9	7.17
108	304	20	7.91
2846	105	4	6.79
1737	105	7	11.25
717	474	5	32.85
150	873	6	18.03
1849	131	3	7.72
3528	117	3	11.38
12	3672	4	8.35
3134	12	5	10.44
108	157	71	17.3
576	223	3	7.93
122	1290	4	7.23
3150	344	3	24.24
104	1738	7	9.51
7	1117	3	9.21
110	1891	5	10.16
1421	119	4	6.81
3419	110	3	7.71
2008	3358	4	61.03
109	829	8	6.84
359	105	26	12.63
3195	106	4	11.31
504	155	5	9.78
57	12	211	37.23
132	103	194	28.47
241	518	3	8.43
3290	103	3	7.34
111	1209	6	8.63
645	155	6	15.9
3117	101	5	7.47
174	127	20	8.72
110	5350	3	11.91
125	113	106	16.12
1157	127	6	17.78
3344	2016	3	40.61
115	383	15	13.68
272	101	54	13.23
102	519	23	24.45
189	144	23	30.08
3165	101	5	7.47
166	1192	3	8.24
585	151	11	38.86
272	169	9	15.77
4059	102	3	7.32
128	2551	3	9.31
156	1407	3	9.27
529	263	7	36.14
203	287	5	7.86
142	593	6	12.2
399	132	8	10.53
749	111	9	10.79
203	127	23	23.73
1846	109	5	8.98
176	852	6	23.83
192	125	18	6.67
123	2462	3	8.12
167	1163	3	8.53
1465	111	6	10.87
3423	104	4	10.12
107	197	49	12.95
355	111	17	12.78
192	178	11	13.8
652	167	4	8.81
230	969	3	12.08
2635	105	4	6.79
545	128	7	9.99
237	943	3	11.85
600	108	17	30.09
461	180	4	8.21
103	5262	3	7.34
207	368	5	10.93
119	1459	4	6.81
278	358	4	11.36
771	240	3	10.8
105	103	873	56.98
1003	790	3	21.65
610	155	4	7.2
102	4098	3	7.32
1603	108	6	9.86
558	122	7	8.1
108	1115	8	10.96
2893	115	3	6.68
1081	153	3	7.44
105	244	38	12.5
102	4022	3	7.32
265	237	6	14.66
259	675	3	10.73
107	121	192	13.61
552	161	4	6.82
2963	115	4	12.47
105	2956	4	6.79
121	599	11	21.67
156	244	20	53.42
436	299	13	81.84
240	317	4	8.52
1008	121	5	6.96
110	2483	4	8.84
1376	105	7	7.49
2018	8	3	9.74
175	12	100	20.87
126	115	95	12.62
85	124	14	18.48
126	226	16	10.43
345	289	3	7.03
147	1030	4	9.97
102	3935	4	9.76
486	250	4	13.84
170	197	10	8.8
3629	111	3	8.1
103	5311	3	7.34
324	341	3	7.59
16	1336	4	8.56
110	627	12	15.03
104	1005	12	13.1
743	174	4	10.91
4506	102	3	7.32
122	534	10	16.87
181	129	22	15.55
103	5355	3	7.34
1164	129	4	8.39
21	1827	5	19.61
829	109	8	6.84
199	133	16	7.99
5226	104	3	7.59
111	1192	6	7.72
102	4746	3	7.32
199	197	10	14.42
4632	107	3	9.76
139	536	6	9.9
118	1030	6	10.45
2195	2158	4	51.47
346	314	4	12.47
884	114	7	7.92
104	1767	7	9.51
4750	107	3	9.76
291	136	10	9.82
1658	104	7	9.51
3215	102	4	9.76
