5998	1
689	2
220	3
5666	4
4307	5
12	6
5920	7
2683	8
2427	9
4631	10
9046	11
8192	12
8118	13
4772	14
200	15
1772	16
4721	17
4249	18
3835	19
5213	20
2060	21
7320	22
4035	23
5868	24
4819	25
7820	26
7035	27
5011	28
7988	29
7180	30
2784	31
8227	32
5350	33
3833	34
8376	35
4936	36
325	37
4303	38
29	39
3626	40
4013	41
3996	42
130	43
4974	44
8874	45
3988	46
2498	47
6508	48
3099	49
8206	50
4964	51
6744	52
551	53
6100	54
4661	55
6659	56
7836	57
3417	58
5983	59
460	60
1232	61
4327	62
754	63
409	64
5802	65
5696	66
4622	67
3068	68
3022	69
7148	70
9053	71
8578	72
237	73
720	74
3493	75
6404	76
201	77
727	78
5763	79
531	80
260	81
5319	82
646	83
6579	84
5368	85
1963	86
7254	87
1698	88
815	89
5126	90
4939	91
2230	92
1986	93
4250	94
1017	95
3295	96
8854	97
6492	98
1983	99
4246	100
543	101
1567	102
3889	103
1366	104
1652	105
6292	106
7615	107
8166	108
2752	109
2380	110
5299	111
1512	112
11	113
5899	114
7987	115
8740	116
7409	117
656	118
739	119
159	120
7920	121
6603	122
1083	123
1757	124
2641	125
1577	126
3591	127
2428	128
89	129
84	130
3015	131
3897	132
1437	133
6450	134
7043	135
907	136
591	137
8510	138
6499	139
4242	140
7243	141
2550	142
7223	143
106	144
427	145
7296	146
8316	147
3330	148
2739	149
7867	150
2316	151
4390	152
4893	153
8299	154
5603	155
6689	156
650	157
569	158
8402	159
286	160
2930	161
2719	162
6320	163
4675	164
5217	165
4215	166
781	167
711	168
596	169
728	170
6344	171
7076	172
5895	173
8005	174
8169	175
5525	176
1922	177
5163	178
1410	179
7004	180
719	181
5845	182
410	183
8910	184
7750	185
2981	186
6754	187
1755	188
4377	189
8536	190
488	191
6185	192
3854	193
344	194
7873	195
5488	196
8676	197
3901	198
3798	199
6937	200
3083	201
275	202
6216	203
6709	204
1435	205
6333	206
6526	207
7469	208
7244	209
974	210
1745	211
7064	212
2621	213
5498	214
2185	215
6628	216
5500	217
948	218
5375	219
6701	220
3372	221
8474	222
7250	223
6095	224
2869	225
4357	226
507	227
6	228
265	229
4053	230
3292	231
4795	232
4015	233
5941	234
7847	235
1597	236
2668	237
8159	238
431	239
132	240
4027	241
226	242
5209	243
4392	244
6170	245
388	246
2425	247
4764	248
325	249
7046	250
3370	251
7890	252
1421	253
1775	254
1000	255
4466	256
6767	257
4846	258
8808	259
5442	260
4134	261
239	262
7833	263
4244	264
2334	265
1110	266
7334	267
8906	268
7616	269
2728	270
3214	271
4225	272
6951	273
307	274
3658	275
1223	276
297	277
8967	278
7271	279
320	280
4910	281
3961	282
2708	283
6002	284
3064	285
4487	286
4527	287
7657	288
7620	289
5770	290
358	291
65	292
2855	293
5338	294
339	295
1076	296
6801	297
3657	298
2859	299
8771	300
5567	301
8505	302
5004	303
1671	304
2891	305
8656	306
4558	307
4624	308
7676	309
7450	310
3597	311
2263	312
2387	313
661	314
23	315
4497	316
8277	317
5715	318
7997	319
1571	320
1339	321
5694	322
7609	323
3380	324
8189	325
1195	326
4705	327
5896	328
4672	329
4870	330
6963	331
4786	332
