101	9724	12
102	1851	10
120	3289	4
16	4704	18
101	6417	12
410	7690	15
12	4592	5
14	9972	12
235	8022	1
110	6496	12
4468	9598	1
119	8880	12
6379	9424	4
14	5878	11
127	4941	2
833	2647	4
686	411	8
62	3586	22
113	5184	11
17030	9221	13
120	9393	14
22000	2648	19
169	3669	1
194	6925	1
1083	6547	26
9	6061	23
105	2936	7
14	3610	16
22384	7382	1
14	6369	33
17817	480	4
105	5211	10
17548	9044	5
706	8301	12
295	5676	24
107	1889	2
101	6706	4
333	5541	2
269	2559	16
835	6134	35
133	6737	14
13110	6218	0
14	2096	26
7943	5443	17
3228	2781	0
208	5829	5
14	9553	18
9831	5518	5
102	3229	13
189	3629	10
15785	8274	1
290	5592	9
101	6550	14
428	6457	8
18608	4238	14
102	3674	13
109	8781	9
161	102	7
5069	558	10
2316	3933	9
2033	5917	0
12	1522	13
489	1532	11
996	1176	7
1778	4600	1
105	5788	10
105	6771	13
111	5445	9
155	4398	10
1143	9567	12
107	5069	14
105	247	6
153	7052	6
1642	8462	0
531	4458	2
199	9883	16
698	5592	11
127	9185	1
101	7350	10
151	7520	7
116	793	2
1655	587	4
203	239	0
1712	9001	3
14	7545	10
162	6434	0
12	533	9
14	6256	8
113	8677	10
116	1552	0
184	7447	0
1057	4064	15
113	107	5
145	1048	0
14	1874	17
2305	6245	6
6332	419	16
158	9706	15
262	2234	15
302	7934	2
285	9831	11
15950	1669	35
102	8817	9
163	4182	1
950	8961	3
12	3545	6
206	9101	7
134	3167	16
750	7522	11
1808	1444	8
103	9201	7
124	3370	4
4591	5130	2
118	8957	12
104	8766	7
233	6647	0
882	4413	10
14	7125	22
13932	9026	6
188	356	9
145	1532	8
105	2293	11
16234	2497	1
101	7217	8
114	7410	3
140	1216	10
1306	1883	20
109	4134	10
102	8530	1
246	1657	36
173	7398	14
102	5790	4
4357	8470	6
7910	8354	6
112	2061	14
4829	3342	27
62	2182	24
164	3068	0
7767	1822	16
109	3809	15
331	9955	17
26203	8614	16
102	4881	16
103	7643	7
1444	4777	7
106	548	20
106	9130	27
6747	702	3
2908	113	19
124	5440	9
833	214	1
1866	1750	12
4618	4758	11
683	6160	12
266	5362	11
355	3177	9
104	9143	1
2674	4876	2
115	5694	6
106	1857	12
9	6919	12
137	1509	6
105	2079	7
579	198	6
3150	687	7
2569	4410	7
14	9334	16
16967	2298	20
8893	1544	4
9015	3036	7
103	5335	14
112	4905	5
101	1490	3
193	6158	7
11394	3591	26
114	8269	32
339	3061	2
14	7408	12
160	3302	0
13104	1424	2
21	2868	16
5463	3947	5
103	4441	14
125	3136	6
159	5515	1
149	4617	10
187	938	1
194	354	18
103	4861	4
103	5427	6
119	7390	4
112	6636	8
155	9870	21
5866	3819	0
372	3043	2
3480	2817	20
101	7609	26
698	661	17
200	2705	14
700	7196	14
790	1548	17
22669	4434	21
106	4931	4
200	3835	6
24912	8209	2
101	9435	14
187	4321	9
14	5398	9
312	5646	26
134	4433	17
169	9072	1
1935	9191	31
13836	1840	6
300	9542	12
219	7637	0
6157	9215	1
268	537	2
146	210	3
1025	2397	20
113	260	14
21667	2565	1
13405	2313	4
14	9814	9
8031	7886	8
12	8058	7
130	6001	1
113	5346	14
10079	439	0
104	1873	3
416	1330	2
102	4892	5
2200	9583	9
555	5695	5
101	2808	1
358	3517	1
286	8090	14
132	4350	10
102	4571	5
104	600	1
405	3490	11
1553	5321	3
101	3157	9
18859	1333	9
8901	7682	7
122	1608	14
131	607	13
745	3730	9
1111	6265	18
106	6631	6
12	2139	7
103	8637	4
18570	5331	11
101	762	12
1825	2123	5
8055	2933	12
12059	3663	14
109	3535	18
142	8349	11
135	1476	20
118	895	2
367	5323	1
107	9354	8
934	7177	10
1567	2408	19
102	3832	8
2	2751	16
111	8259	25
123	4654	0
120	5491	18
120	9364	9
1752	3563	18
57	8950	1
1330	7682	2
1530	8650	6
106	8141	12
8974	6659	5
14	5617	16
535	6127	16
236	6586	8
102	1822	13
1586	4652	9
155	2667	14
136	9923	1
123	4329	0
101	921	6
12460	3355	3
4	5276	12
503	8830	17
1186	7270	17
422	3981	8
25243	1054	9
4034	8069	9
2772	8621	0
2144	8362	12
119	3735	9
2139	2992	1
103	6681	4
7152	7941	13
102	8954	10
1130	451	10
14	1843	30
124	2336	23
103	94	5
7386	884	17
9	514	10
11739	8982	13
23475	6875	5
700	9943	5
141	3550	3
850	7894	15
1941	3522	11
8	6369	29
107	1165	1
118	9080	11
19069	4018	8
127	7594	14
101	8957	5
109	6438	2
104	9906	2
142	5073	10
120	2298	17
126	8256	2
188	6959	9
4673	1927	23
8467	6277	5
102	8498	26
22797	3120	14
2896	4067	9
106	4489	17
1738	1843	16
216	2749	0
1026	5750	5
104	278	7
133	5745	2
304	5942	6
116	2493	0
207	3267	5
12871	5716	8
106	5127	17
844	5717	6
114	4795	11
101	1082	10
105	8444	14
1875	9529	14
21540	4465	1
147	1365	11
5163	8181	9
110	1676	10
1237	1205	6
103	4849	5
14	1040	22
106	8096	2
131	4698	3
14	281	20
181	6257	10
527	7499	7
21511	1310	4
4548	8097	6
120	3570	7
101	8985	13
104	5523	13
301	9866	1
1324	6847	16
104	5238	17
114	7991	6
811	5240	9
231	3931	5
3048	199	18
7274	674	11
1432	7620	9
19751	6885	2
159	595	7
226	8883	8
204	2077	3
103	4291	2
12	9286	14
145	1384	0
14	1991	13
103	170	22
116	1888	0
3267	3558	14
2944	9943	14
102	1765	14
136	3186	20
14	5615	15
26280	6700	19
319	6696	18
257	5617	4
124	4317	3
524	2782	9
14	8739	10
784	8438	0
163	905	1
119	9541	22
103	3267	7
101	4393	13
101	3146	2
116	1447	0
166	2407	4
12584	7641	5
19083	2445	6
117	3810	3
1	5354	16
136	6838	8
142	4452	15
343	3822	3
112	1590	3
169	9857	17
119	9174	39
224	2605	0
713	8506	13
2537	1700	4
3621	1587	4
1725	5869	18
2491	7609	27
7	7897	0
111	630	23
101	7779	20
101	8620	8
102	2122	11
108	7358	1
18748	2748	4
104	8875	27
308	5005	18
6819	3269	12
178	8086	17
112	2078	4
14	7887	30
14	585	13
24248	1623	8
14	5131	7
1323	806	2
14	1415	15
118	9385	2
101	4832	9
1210	5632	24
509	1497	17
2747	2398	13
15677	1425	17
379	8206	13
119	8359	12
1435	4845	25
296	7985	21
210	9705	0
1172	5523	23
14	4810	21
165	7980	6
112	7862	2
1518	7176	7
189	305	5
152	6394	2
104	4098	6
9598	1483	1
1800	9438	1
19166	2534	5
6067	6013	22
14	3560	12
106	7771	1
150	5276	0
115	1831	18
9	6013	23
1339	3497	11
12	1537	5
213	773	7
101	1473	9
358	9731	4
142	486	3
207	5169	1
346	969	11
618	6205	23
240	1618	12
102	9378	5
1048	4159	4
14	8007	12
4	1734	11
2707	8001	3
103	1196	4
14	9316	14
9754	1379	10
364	4962	0
166	9901	22
2523	3593	24
1269	910	0
104	685	6
102	1900	8
8701	2332	1
121	1995	5
10629	9466	28
14	6957	4
150	5077	0
406	7025	0
14	2721	12
101	9743	4
171	4572	11
104	3558	11
23264	5623	22
308	9386	15
2593	4620	2
167	263	20
110	7030	24
18863	8702	15
377	6029	6
101	7247	12
107	284	10
154	4144	3
14	7552	12
19563	5553	12
14	6734	14
9	7834	6
122	5714	11
160	3478	0
204	4698	2
11108	2948	2
12	9092	13
11228	3223	0
754	4100	23
5944	7498	5
591	6816	2
12898	5755	3
4671	3979	10
104	1858	9
147	5443	15
1608	1507	6
114	9453	2
1462	37	14
105	6134	32
101	5902	18
115	9706	14
142	7559	9
555	1383	7
372	2838	5
102	8650	8
502	4549	17
13905	1278	4
170	333	19
1212	3973	19
240	4053	6
178	3956	6
14	5248	4
105	2730	2
5011	126	7
328	1341	4
14	4040	21
2628	2667	25
20440	6939	11
107	3474	2
864	7774	9
109	2486	16
208	6236	13
137	2559	6
582	9240	6
107	9369	2
207	1371	4
6133	7781	18
785	7575	15
520	6031	9
123	4505	0
24008	5507	5
14	806	6
514	7570	14
126	9427	12
4861	6896	3
19596	4405	9
11538	6764	3
852	4750	20
24051	7536	6
121	100	8
197	3271	6
14	7298	9
22129	6467	23
192	2687	8
101	9838	11
4386	1437	1
16546	6763	18
101	2016	4
2145	6482	23
101	906	12
114	2152	2
136	3199	1
114	6628	10
279	9746	1
102	1805	7
142	4106	16
23312	3727	24
14	9455	13
301	8371	1
142	8455	7
971	5409	12
2	9163	0
135	2388	3
114	7872	4
102	2797	16
2326	7792	20
119	5414	30
25821	3081	17
121	7661	11
1589	1788	15
101	6761	7
3425	2551	8
132	8998	3
2695	641	0
407	1552	9
125	1342	10
19490	764	16
113	4342	2
103	9418	2
103	1348	13
21019	9324	4
823	7325	0
104	6732	8
134	3819	1
108	9752	4
14	3426	27
14	4580	8
14	8195	19
15086	5735	5
12	2374	9
761	6692	5
154	5429	0
127	6896	4
14930	4417	14
21753	6865	15
3554	3614	3
13	1505	6
7356	2811	12
103	9419	22
122	7773	19
14	973	30
110	8415	13
117	8072	6
21	9227	5
101	1933	10
189	5661	16
101	2914	13
5075	295	1
62	9328	9
115	4812	7
4727	1742	1
110	2097	17
122	8433	5
1708	1967	7
14	8194	7
12	9667	9
110	8086	7
7	1746	2
420	980	7
7917	14	23
1838	1817	18
105	1996	3
118	4968	18
1581	8426	1
113	6992	5
6884	7095	19
3252	1435	13
113	2780	13
1995	5988	21
14438	6873	13
822	4917	9
24374	7290	8
182	5353	1
14	7079	19
891	6580	19
14	7273	17
866	8868	0
130	8260	2
199	623	12
1197	139	0
160	3482	1
115	1517	7
130	2795	8
12981	6897	10
129	6311	12
111	7376	29
169	2637	12
18522	4286	5
9	6513	3
625	6743	1
105	1089	15
2637	9022	16
275	4305	9
14	8520	11
886	1634	6
149	3647	2
20733	4239	20
127	5361	5
111	2910	13
835	2078	16
112	5206	8
4622	2798	16
14518	6405	17
62	6009	20
568	4629	5
718	5418	2
104	1061	9
104	7041	6
102	8877	8
101	7433	1
105	2509	2
179	7401	2
25497	2086	9
13778	6866	16
8600	2919	16
103	8557	4
747	5144	18
4222	568	2
19196	1216	18
12	6819	5
369	4279	2
122	8081	9
126	7895	12
289	2247	4
9	1840	16
1512	7959	5
911	9203	21
102	3624	8
290	202	26
12	6371	7
174	4151	24
101	9124	3
102	355	5
104	6593	4
222	8678	7
101	1508	14
7123	6527	9
956	805	1
11749	4425	7
1573	8635	12
119	6149	3
8	3389	17
21257	916	37
354	7068	20
402	2102	20
187	8853	1
17431	4887	6
108	694	15
23277	9849	3
730	2325	8
179	9484	20
172	4378	8
123	4153	0
120	195	4
3922	2367	12
1192	1962	15
4264	7813	0
218	8643	8
103	1252	13
316	7505	19
14	905	22
2104	6151	3
11963	2870	4
4096	6696	29
104	768	19
603	4220	20
107	7920	12
128	9212	4
117	7078	6
294	8888	24
109	3799	2
18764	9031	8
116	7757	20
2672	6172	5
101	8875	19
286	6255	20
382	7225	0
1283	5156	2
22679	8822	5
185	1959	8
108	5501	3
216	2669	0
1894	1016	12
103	7887	22
8	2363	3
19125	1027	15
181	2574	10
773	100	10
103	3330	8
8526	4216	10
190	4817	0
2162	3122	3
11065	8535	11
117	3207	6
106	3707	8
337	9003	8
1858	189	16
104	1452	15
102	6848	12
102	7438	14
1538	4225	1
2757	7889	0
128	3518	4
2349	8047	0
23959	5074	11
14	1317	10
104	8264	8
154	5714	0
194	4723	13
420	2801	8
287	3656	12
124	8765	3
413	4199	11
7028	6361	25
14	3943	5
3877	2044	13
147	1254	1
2941	4372	16
101	5067	10
2141	2480	8
101	8748	17
102	4226	3
3423	4083	11
120	4161	8
102	7075	6
1101	8684	9
12	9133	11
14	7503	7
128	6366	18
12	8000	11
12	1517	6
14	2829	13
544	7307	30
120	5093	2
19855	3026	3
20794	422	1
113	5336	2
104	3146	10
102	8897	18
136	5307	8
101	6990	5
391	5518	10
104	8491	2
132	4837	11
241	5823	0
12442	1976	27
4830	4020	5
168	5869	2
16	5911	20
432	7076	23
18776	4146	1
12	4047	18
172	5501	21
404	1367	15
24946	2478	7
125	7985	2
146	6057	20
118	9345	16
1236	6060	5
15176	6745	10
12	2624	6
14	2127	10
1298	3412	12
305	6888	0
2475	1662	22
208	6519	14
410	4415	6
131	9411	1
3499	1686	14
9225	6661	9
193	3064	1
101	102	15
1584	9395	16
161	2007	21
164	3173	0
117	9358	3
105	1674	14
347	1546	11
104	1354	2
2	9065	5
3059	1437	18
14	4132	19
262	7721	17
194	9405	13
399	594	6
593	586	10
106	7349	7
1363	7246	10
946	5467	3
9478	5499	32
14	2349	20
956	809	0
1363	5770	19
207	5078	5
144	2471	9
129	5513	4
624	6271	4
265	5185	2
104	6117	2
4552	6843	19
12	5475	11
1373	5528	6
197	4459	2
778	5113	6
103	104	8
2374	3541	15
376	2986	2
165	7329	10
6406	7003	6
1063	3355	24
120	7596	10
20243	2096	14
101	1163	5
502	6828	29
560	3208	2
294	4125	4
103	3875	5
108	9466	3
1704	2304	10
14	650	7
101	6402	6
109	400	14
7444	7138	13
774	3437	3
3015	5627	3
191	8337	3
4537	8424	19
57	393	3
104	3490	3
111	8435	2
212	5251	11
11382	2919	20
108	3355	15
8593	7322	7
18430	6131	10
1656	8438	19
13665	9396	5
118	9481	2
322	2153	11
108	3192	5
3266	6017	1
15444	8509	0
149	4705	37
101	8422	4
5641	7394	18
356	251	16
171	4958	23
1315	1465	13
113	6937	24
9235	8600	8
442	6441	45
104	6339	1
14	6667	18
6843	4726	11
119	6244	12
1854	6068	10
106	8983	21
109	8144	9
403	208	7
136	4634	1
101	587	3
14224	7814	0
12	3428	8
103	9036	9
1137	5514	4
123	4092	0
109	5522	6
149	566	8
602	4032	8
3600	1832	7
8235	8127	1
4434	4527	22
469	605	7
148	9102	13
989	6656	5
107	1511	4
107	553	6
12	637	9
